SK_PONTO;Best_Params;N_Past_Vl;MSE;RMSE;MAE;MAPE;Duration;model;freq
6;ARIMA(3,1,0)(0,0,0);6;28387,784606107;168,486749051986;157,116939056989;76,608959808923;139,379;ARIMA2;2-Day
7;ARIMA(0,1,1)(0,0,0);1;2207,54318451816;46,9844994069125;36,4429040520915;6,45351275952307;31,142;ARIMA2;2-Day
7;ARIMA(4,1,0)(0,0,0);2;14391,3462147795;119,963937142708;105,966358864981;21,3422091539764;304,468;ARIMA2;2-Day
7;ARIMA(2,1,0)(0,0,0);3;6319,14392089227;79,4930432232423;69,6422395194261;13,0064161267994;298,517;ARIMA2;2-Day
7;ARIMA(0,1,0)(0,0,0);4;19610,8881831569;140,038880969382;124,683091798179;26,4648480619004;58,837;ARIMA2;2-Day
7;ARIMA(1,1,0)(0,0,0);5;12404,7981606876;111,376829550349;98,9403453790538;19,6493205527479;318,737;ARIMA2;2-Day
7;ARIMA(1,1,0)(0,0,0);6;12884,6504425258;113,510574144111;100,790742454484;20,0764026168034;157,409;ARIMA2;2-Day
8;ARIMA(1,1,5)(0,0,0);1;86,684999468288;9,31047793984219;7,34926878124791;3,90886617052234;153,537;ARIMA2;2-Day
8;ARIMA(1,1,4)(0,0,0);2;97,6151205950691;9,8800364672945;7,90700154875639;4,18729768370237;190,986;ARIMA2;2-Day
8;ARIMA(0,1,0)(0,0,0);3;292,544760425365;17,1039399094292;14,1422416291503;7,23384256806085;37,194;ARIMA2;2-Day
8;ARIMA(2,1,1)(0,0,0);4;88,015897575237;9,38167882498847;7,5272578996164;3,99696066701226;630,027;ARIMA2;2-Day
8;ARIMA(0,1,0)(0,0,0);5;310,210742496428;17,612800529627;14,6066726842492;7,45449904069329;178,374;ARIMA2;2-Day
8;ARIMA(0,1,2)(0,0,0);6;64,3770837291166;8,02353312008598;6,23635246838472;3,33786847063437;525,213;ARIMA2;2-Day
9;ARIMA(1,1,4)(0,0,0);1;2336,3988555029;48,3363099078001;38,8201000253317;8,51944528907982;338,974;ARIMA2;2-Day
9;ARIMA(1,1,4)(0,0,0);2;3070,32283961079;55,4104939484461;44,4204377885016;9,66857452217911;177,849;ARIMA2;2-Day
9;ARIMA(2,1,2)(0,0,0);3;2500,42423999015;50,0042422199372;40,1026200377828;8,77499528961618;108,343;ARIMA2;2-Day
9;ARIMA(0,1,0)(0,0,0);4;8716,14774906377;93,360311423344;81,495605044319;15,4996002729944;8,572;ARIMA2;2-Day
9;ARIMA(0,1,0)(0,0,0);5;9276,03119597943;96,3121549752648;84,0819873284425;15,8930381509425;11,043;ARIMA2;2-Day
9;ARIMA(1,1,1)(0,0,0);6;11877,4212980893;108,983582699824;95,2585392690816;17,546097026063;59,52;ARIMA2;2-Day
11;ARIMA(1,1,5)(0,0,0);1;2129,73270865714;46,1490271691305;38,0907304277188;4,39266133256577;366,156;ARIMA2;2-Day
11;ARIMA(2,1,3)(0,0,0);2;3161,75941406509;56,229524398354;46,792404962079;5,35743282239813;366,752;ARIMA2;2-Day
11;ARIMA(1,1,1)(0,0,0);3;2198,98232579748;46,8933078999283;38,8371294438283;4,47482740611055;240,858;ARIMA2;2-Day
11;ARIMA(1,1,2)(0,0,0);4;2153,07912194141;46,4012836238547;38,3344647956074;4,42072107263729;369,567;ARIMA2;2-Day
11;ARIMA(1,1,1)(0,0,0);5;1372,99592063471;37,0539595810584;30,3527132173197;3,51396067195462;228,053;ARIMA2;2-Day
11;ARIMA(1,1,1)(0,0,0);6;1196,29180702329;34,5874515832447;27,8036628226082;3,23689205350067;473,119;ARIMA2;2-Day
12;ARIMA(5,1,0)(0,0,0);1;2030,91521019087;45,0656766307893;37,7107939844618;11,714108407363;181,959;ARIMA2;2-Day
12;ARIMA(1,1,0)(0,0,0);2;5684,5724026949;75,3961033654585;63,667053049462;22,3576154089556;199,682;ARIMA2;2-Day
12;ARIMA(2,1,0)(0,0,0);3;120325,80504885;346,880101834698;289,741085438956;196,118757465348;182,859;ARIMA2;2-Day
12;ARIMA(1,1,0)(0,0,0);4;4689,6949238016;68,4813472691769;59,1822280675381;19,4517258602935;167,563;ARIMA2;2-Day
12;ARIMA(1,1,0)(0,0,0);5;19070,5251383849;138,096072132356;119,981091451182;66,515672244469;169,525;ARIMA2;2-Day
12;ARIMA(5,1,1)(0,0,0);6;10646,5306005271;103,182026538187;89,1667911395215;28,6989501740745;594,102;ARIMA2;2-Day
13;ARIMA(2,1,1)(0,0,0);1;147425,339725812;383,960075692528;297,758072055013;8,31373783546279;58,683;ARIMA2;2-Day
13;ARIMA(1,1,1)(0,0,0);2;119343,085796834;345,460686326005;267,828293458935;7,56189497246546;54,699;ARIMA2;2-Day
13;ARIMA(1,1,3)(0,0,0);3;189491,365214177;435,306059243582;336,949108915265;9,25794386115365;160,302;ARIMA2;2-Day
13;ARIMA(1,1,1)(0,0,0);4;156249,235995285;395,28374112185;305,767232222074;8,50021875764999;93,691;ARIMA2;2-Day
13;ARIMA(1,1,1)(0,0,0);5;180717,268604366;425,108537439989;328,126393222043;9,03801701305994;121,05;ARIMA2;2-Day
13;ARIMA(2,1,1)(0,0,0);6;185787,080003567;431,030254162706;332,222139977833;9,13334515636756;153,988;ARIMA2;2-Day
5;ARIMA(0,1,2)(0,0,0);1;35311,0600752896;187,912373395925;148,583571698221;20,8740283089393;38,469;ARIMA2;1-Hour
5;ARIMA(3,1,0)(0,0,0);2;64367,2717008168;253,707058831277;195,510496808167;34,3397147815209;94,649;ARIMA2;1-Hour
5;ARIMA(5,1,0)(0,0,0);3;90542,6552113155;300,90306613811;226,630584197627;46,2655960758448;71,135;ARIMA2;1-Hour
5;ARIMA(0,1,0)(0,0,0);4;69296,1703372439;263,241657678347;201,484910429551;39,027668057022;18,538;ARIMA2;1-Hour
5;ARIMA(0,1,0)(0,0,0);5;93542,7591453172;305,847607715537;230,598516713868;47,5785875092299;22,546;ARIMA2;1-Hour
5;ARIMA(0,1,0)(0,0,0);6;130621,523888065;361,415998384224;269,572393807582;70,5347294976524;25,549;ARIMA2;1-Hour
6;ARIMA(0,1,4)(0,0,0);1;17365,1448328046;131,776875182274;124,351128631797;52,468296076342;93,57;ARIMA2;1-Hour
6;ARIMA(0,1,0)(0,0,0);2;21015,5243371942;144,967321618336;136,907670895148;54,1399166068371;14,144;ARIMA2;1-Hour
6;ARIMA(0,1,0)(0,0,0);3;22192,4183610584;148,971199770487;140,470902493958;56,4448135601712;19,986;ARIMA2;1-Hour
6;ARIMA(3,1,0)(0,0,0);4;31905,4591918111;178,620993144174;165,729251449643;92,3874325051006;86,786;ARIMA2;1-Hour
6;ARIMA(1,1,0)(0,0,0);5;28502,598473522;168,827126000302;157,530393419905;75,6945225939313;74,365;ARIMA2;1-Hour
6;ARIMA(3,1,0)(0,0,0);6;28387,784606107;168,486749051986;157,116939056989;76,608959808923;135,631;ARIMA2;1-Hour
7;ARIMA(0,1,1)(0,0,0);1;2207,54318451816;46,9844994069125;36,4429040520915;6,45351275952307;31,589;ARIMA2;1-Hour
7;ARIMA(4,1,0)(0,0,0);2;14391,3462147795;119,963937142708;105,966358864981;21,3422091539764;160,778;ARIMA2;1-Hour
7;ARIMA(2,1,0)(0,0,0);3;6319,14392089227;79,4930432232423;69,6422395194261;13,0064161267994;146,779;ARIMA2;1-Hour
7;ARIMA(0,1,0)(0,0,0);4;19610,8881831569;140,038880969382;124,683091798179;26,4648480619004;37,931;ARIMA2;1-Hour
7;ARIMA(1,1,0)(0,0,0);5;12404,7981606876;111,376829550349;98,9403453790538;19,6493205527479;147,257;ARIMA2;1-Hour
7;ARIMA(1,1,0)(0,0,0);6;12884,6504425258;113,510574144111;100,790742454484;20,0764026168034;136,922;ARIMA2;1-Hour
11;ARIMA(1,1,5)(0,0,0);1;2129,73270865714;46,1490271691305;38,0907304277188;4,39266133256577;126,638;ARIMA2;1-Hour
11;ARIMA(2,1,3)(0,0,0);2;3161,75941406509;56,229524398354;46,792404962079;5,35743282239813;154,609;ARIMA2;1-Hour
11;ARIMA(1,1,1)(0,0,0);3;2198,98232579748;46,8933078999283;38,8371294438283;4,47482740611055;261,373;ARIMA2;1-Hour
11;ARIMA(1,1,2)(0,0,0);4;2153,07912194141;46,4012836238547;38,3344647956074;4,42072107263729;149,409;ARIMA2;1-Hour
11;ARIMA(1,1,1)(0,0,0);5;1372,99592063471;37,0539595810584;30,3527132173197;3,51396067195462;90,262;ARIMA2;1-Hour
11;ARIMA(1,1,1)(0,0,0);6;1196,29180702329;34,5874515832447;27,8036628226082;3,23689205350067;176,238;ARIMA2;1-Hour
12;ARIMA(5,1,0)(0,0,0);1;2030,91521019087;45,0656766307893;37,7107939844618;11,714108407363;63,469;ARIMA2;1-Hour
12;ARIMA(1,1,0)(0,0,0);2;5684,5724026949;75,3961033654585;63,667053049462;22,3576154089556;104,367;ARIMA2;1-Hour
12;ARIMA(2,1,0)(0,0,0);3;120325,80504885;346,880101834698;289,741085438956;196,118757465348;174,28;ARIMA2;1-Hour
12;ARIMA(1,1,0)(0,0,0);4;4689,6949238016;68,4813472691769;59,1822280675381;19,4517258602935;127,262;ARIMA2;1-Hour
12;ARIMA(1,1,0)(0,0,0);5;19070,5251383849;138,096072132356;119,981091451182;66,515672244469;113,115;ARIMA2;1-Hour
12;ARIMA(5,1,1)(0,0,0);6;10646,5306005271;103,182026538187;89,1667911395215;28,6989501740745;833,045;ARIMA2;1-Hour
4;ARIMA(0,1,1)(0,0,0);1;7611,48888765978;87,2438472768125;65,3506278710874;11,8527840980989;30,566;ARIMA2;1-Hour
4;ARIMA(5,1,0)(0,0,0);2;146358,992856741;382,568938698296;317,99537226016;32,3181635409027;88,595;ARIMA2;1-Hour
4;ARIMA(0,1,1)(0,0,0);3;15318,4385515309;123,767679753362;96,7190092626112;17,064224348892;65,698;ARIMA2;1-Hour
4;ARIMA(0,1,0)(0,0,0);4;26390,442188488;162,45135329842;127,810543213196;24,4576278198001;26,413;ARIMA2;1-Hour
4;ARIMA(0,1,0)(0,0,0);5;29172,6719825001;170,80009362556;133,714652774661;33,36090115956;30,465;ARIMA2;1-Hour
4;ARIMA(0,1,0)(0,0,0);6;32580,7211843998;180,501305215225;139,995115680888;30,706256862162;43,614;ARIMA2;1-Hour
13;ARIMA(2,1,1)(0,0,0);1;147425,339725812;383,960075692528;297,758072055013;8,31373783546279;61,515;ARIMA2;1-Hour
13;ARIMA(1,1,1)(0,0,0);2;119343,085796834;345,460686326005;267,828293458935;7,56189497246546;59,231;ARIMA2;1-Hour
13;ARIMA(1,1,3)(0,0,0);3;189491,365214177;435,306059243582;336,949108915265;9,25794386115365;163,113;ARIMA2;1-Hour
13;ARIMA(1,1,1)(0,0,0);4;156249,235995285;395,28374112185;305,767232222074;8,50021875764999;90,795;ARIMA2;1-Hour
13;ARIMA(1,1,1)(0,0,0);5;180717,268604366;425,108537439989;328,126393222043;9,03801701305994;115,794;ARIMA2;1-Hour
13;ARIMA(2,1,1)(0,0,0);6;185787,080003567;431,030254162706;332,222139977833;9,13334515636756;147,016;ARIMA2;1-Hour
8;ARIMA(1,1,5)(0,0,0);1;86,684999468288;9,31047793984219;7,34926878124791;3,90886617052234;123,518;ARIMA2;1-Hour
8;ARIMA(1,1,4)(0,0,0);2;97,6151205950691;9,8800364672945;7,90700154875639;4,18729768370237;156,815;ARIMA2;1-Hour
8;ARIMA(0,1,0)(0,0,0);3;292,544760425365;17,1039399094292;14,1422416291503;7,23384256806085;23,433;ARIMA2;1-Hour
8;ARIMA(2,1,1)(0,0,0);4;88,015897575237;9,38167882498847;7,5272578996164;3,99696066701226;118,888;ARIMA2;1-Hour
8;ARIMA(0,1,0)(0,0,0);5;310,210742496428;17,612800529627;14,6066726842492;7,45449904069329;32,557;ARIMA2;1-Hour
8;ARIMA(0,1,2)(0,0,0);6;64,3770837291166;8,02353312008598;6,23635246838472;3,33786847063437;138,282;ARIMA2;1-Hour
1;ARIMA(5,1,0)(0,0,0);1;4228,18944868104;65,024529592155;46,9531820518765;7,09953317693917;41,11;ARIMA2;1-Hour
1;ARIMA(2,1,0)(0,0,0);2;9571,74778764042;97,8353095136946;81,0585887717883;11,4679508187603;49,576;ARIMA2;1-Hour
1;ARIMA(2,1,0)(0,0,0);3;15489,5152101819;124,45688092742;106,706771076976;14,3051583247981;57,928;ARIMA2;1-Hour
1;ARIMA(3,1,0)(0,0,0);4;3972,48967361272;63,0276897372315;43,6077448497995;6,64333849926694;142,532;ARIMA2;1-Hour
1;ARIMA(4,1,0)(0,0,0);5;3959,875621533;62,9275426306558;44,8892353774672;6,8400108979402;327,177;ARIMA2;1-Hour
1;ARIMA(1,1,0)(0,0,0);6;7565,05320649888;86,9773143210279;65,0499621152734;9,47960112373976;87,542;ARIMA2;1-Hour
9;ARIMA(1,1,4)(0,0,0);1;2336,3988555029;48,3363099078001;38,8201000253317;8,51944528907982;168,413;ARIMA2;1-Hour
9;ARIMA(1,1,4)(0,0,0);2;3070,32283961079;55,4104939484461;44,4204377885016;9,66857452217911;164,571;ARIMA2;1-Hour
9;ARIMA(2,1,2)(0,0,0);3;2500,42423999015;50,0042422199372;40,1026200377828;8,77499528961618;93,788;ARIMA2;1-Hour
9;ARIMA(0,1,0)(0,0,0);4;8716,14774906377;93,360311423344;81,495605044319;15,4996002729944;7,47;ARIMA2;1-Hour
9;ARIMA(0,1,0)(0,0,0);5;9276,03119597943;96,3121549752648;84,0819873284425;15,8930381509425;9,979;ARIMA2;1-Hour
9;ARIMA(1,1,1)(0,0,0);6;11877,4212980893;108,983582699824;95,2585392690816;17,546097026063;43,946;ARIMA2;1-Hour
4;ARIMA(0,1,0)(0,0,0);2;9407712355;96993,36243;89864,7153;502,2670529;0,307;ARIMA2;3-Week
6;ARIMA(0,0,0)(0,0,0);2;23666411,57;4864,813622;1541,786793;3,519185706;0,308;ARIMA2;3-Week
6;ARIMA(0,0,0)(0,0,0);3;23615122,64;4859,539344;1510,825412;3,452292357;0,244;ARIMA2;3-Week
6;ARIMA(0,0,0)(0,0,0);4;23483886,66;4846,017609;1502,333581;3,43497821;0,337;ARIMA2;3-Week
6;ARIMA(0,0,0)(0,0,0);5;23639395,56;4862,036153;1492,783432;3,417105101;0,392;ARIMA2;3-Week
6;ARIMA(0,0,0)(0,0,0);6;23600185,42;4858,002204;1479,354791;3,386990597;0,397;ARIMA2;3-Week
7;ARIMA(0,1,0)(0,0,0);1;14336622317;119735,6351;117925,7225;390,1927553;0,235;ARIMA2;3-Week
8;ARIMA(0,0,0)(0,0,0);1;15180666,54;3896,237485;1561,815133;5,032438244;0,195;ARIMA2;3-Week
8;ARIMA(0,0,0)(0,0,0);2;15033596,58;3877,31822;1565,734947;5,044247617;0,363;ARIMA2;3-Week
8;ARIMA(0,0,0)(0,0,0);3;15257827,61;3906,126932;1514,478258;4,880979395;0,357;ARIMA2;3-Week
8;ARIMA(0,0,0)(0,0,0);4;15302645,53;3911,8596;1515,346305;4,8871039;0,41;ARIMA2;3-Week
8;ARIMA(0,0,0)(0,0,0);5;15452888,8;3931,016256;1503,162789;4,838688745;0,567;ARIMA2;3-Week
8;ARIMA(0,0,0)(0,0,0);6;15436962,88;3928,990059;1501,815497;4,83473953;0,52;ARIMA2;3-Week
9;ARIMA(0,1,0)(0,0,0);1;10912011196;104460,5724;103535,6603;320,1045669;0,249;ARIMA2;3-Week
11;ARIMA(0,1,0)(0,0,0);1;30209537287;173808,9103;172169,2552;568,4800562;0,321;ARIMA2;3-Week
12;ARIMA(0,1,0)(0,0,0);1;6365919877;79786,71492;79458,82075;326,8965701;0,276;ARIMA2;3-Week
12;ARIMA(0,0,0)(0,0,0);2;35075147,17;5922,427473;2320,72411;4,308812991;0,252;ARIMA2;3-Week
12;ARIMA(0,0,0)(0,0,0);4;34950046,62;5911,856445;2320,759599;4,308989224;0,372;ARIMA2;3-Week
12;ARIMA(0,0,0)(0,0,0);6;35266892,6;5938,593487;2325,118296;4,319189882;0,645;ARIMA2;3-Week
1; LSTM(100,96,90);1;5220171,362782648;2284,7694331775906;702,0230642333499;24,235121842558783;7,550238370895386;LSTM;2-Day
1; LSTM(100,96,90);2;5885860,2660671305;2426,079196165519;706,5241215575134;21,629785055288636;6,761317491531372;LSTM;2-Day
1; LSTM(100,96,90);3;8425830,063156467;2902,728038097346;637,6943832706311;33,9004217521113;6,808239221572876;LSTM;2-Day
1; LSTM(100,96,90);4;7623864,324009008;2761,1346080930225;587,9141081899234;28,21487127819663;6,692625284194946;LSTM;2-Day
1; LSTM(100,96,90);5;8041023,098795575;2835,669779575114;731,63448504602;25,361093278517593;6,781248331069946;LSTM;2-Day
1; LSTM(100,96,90);6;7071539,202784522;2659,2365827027356;738,6658431887172;29,036413034482067;7,2148756980896;LSTM;2-Day
4; LSTM(100,96,90);1;2941435,998424465;1715,06151447243;364,197469238281;11,403452923446855;8,189619064331055;LSTM;2-Day
4; LSTM(100,96,90);2;3960186,528384207;1990,021740681294;330,86297693064625;8,638735861029858;8,79459524154663;LSTM;2-Day
4; LSTM(100,96,90);3;3658689,1224929416;1912,7700129636446;330,7950729492186;14,427356659627252;8,607224225997925;LSTM;2-Day
4; LSTM(100,96,90);4;4042656,192319292;2010,6357681885827;344,269635253906;14,739779675954276;8,58430004119873;LSTM;2-Day
4; LSTM(100,96,90);5;3219987,8664521608;1794,432463608525;347,35488022499703;12,169266907487561;8,831991195678711;LSTM;2-Day
4; LSTM(100,96,90);6;3363938,1539441464;1834,104182958031;347,8793975358167;15,229997182328164;10,208865880966187;LSTM;2-Day
5; LSTM(100,96,90);1;4760433,766882411;2181,841829024829;742,533783789062;9,682976820538304;10,139098167419434;LSTM;2-Day
5; LSTM(100,96,90);2;3845332,81104462;1960,9520165074464;626,4817412109369;8,937342671581487;9,421496629714966;LSTM;2-Day
5; LSTM(100,96,90);3;3524767,555568351;1877,4364318315415;669,9701206848986;8,34958997102731;9,062699556350708;LSTM;2-Day
5; LSTM(100,96,90);4;3477883,9191747047;1864,908555177627;676,2109794921871;8,361102708143507;9,596065521240234;LSTM;2-Day
5; LSTM(100,96,90);5;4329001,204790052;2080,6251956539536;686,105782031249;8,76908017736123;9,219178199768066;LSTM;2-Day
5; LSTM(100,96,90);6;3744607,960924577;1935,0989537810663;655,1827017323812;8,7481459091694;9,556046962738037;LSTM;2-Day
6; LSTM(100,96,90);1;336820,8274533368;580,3626689005218;209,996786205013;6,186171960438285;10,822089910507202;LSTM;2-Day
6; LSTM(100,96,90);2;329060,32405696093;573,6377986647681;200,98481343629555;5,830700742788774;11,056034088134766;LSTM;2-Day
6; LSTM(100,96,90);3;319798,290370763;565,5071090364497;184,05066397283872;5,594781430686665;9,647746324539185;LSTM;2-Day
6; LSTM(100,96,90);4;292677,22022960923;540,9965066704306;191,9109342523493;5,681858427674267;9,353725910186768;LSTM;2-Day
6; LSTM(100,96,90);5;272478,3889215181;521,9946253760838;198,85077684449925;5,530351408174723;10,02747392654419;LSTM;2-Day
6; LSTM(100,96,90);6;275967,1271824124;525,3257343614649;196,40409222262315;5,5192324024875195;9,546083211898804;LSTM;2-Day
7; LSTM(100,96,90);1;5371884,186651475;2317,7325528739234;1248,3338997198944;16,925302401778637;9,606879234313965;LSTM;2-Day
7; LSTM(100,96,90);2;5287586,945828929;2299,4753631706794;1202,6890216486863;16,457299264896694;11,473150968551636;LSTM;2-Day
7; LSTM(100,96,90);3;4606247,712134238;2146,2170701339223;1209,12576057536;16,08099435526766;10,083285808563232;LSTM;2-Day
7; LSTM(100,96,90);4;4811764,725896835;2193,5735059251683;1112,7984744174264;16,622728545248837;9,955708265304565;LSTM;2-Day
7; LSTM(100,96,90);5;4739639,811428725;2177,071384091189;1019,3612565172607;16,31162662515173;9,904920816421509;LSTM;2-Day
7; LSTM(100,96,90);6;4741449,379647386;2177,4869413264882;1092,5727042564286;16,48120445571817;9,776313066482544;LSTM;2-Day
8; LSTM(100,96,90);1;68053,62368524994;260,8708946687038;34,704929687500226;2,8427138584710354;9,33578610420227;LSTM;2-Day
8; LSTM(100,96,90);2;69776,22369682658;264,1518951225347;37,6567019439608;3,129505920260834;10,330965518951416;LSTM;2-Day
8; LSTM(100,96,90);3;57589,454051241184;239,97802826767534;36,189194728037364;2,9114936184417113;9,169342994689941;LSTM;2-Day
8; LSTM(100,96,90);4;69603,39099976943;263,8245458629076;42,405396185888094;3,218996748000164;9,620832681655884;LSTM;2-Day
8; LSTM(100,96,90);5;64880,86532996122;254,71722621362147;40,546154974563706;3,0545446300917036;10,014517545700073;LSTM;2-Day
8; LSTM(100,96,90);6;61274,156936665;247,53617298622237;61,67325782470698;3,1770042410448758;10,850720882415771;LSTM;2-Day
9; LSTM(100,96,90);1;887331,2064721992;941,982593508075;94,04956783658417;4,5733622391102795;8,042111158370972;LSTM;2-Day
9; LSTM(100,96,90);2;1239443,8980409394;1113,3031474135603;89,41699733151927;4,799024855609183;8,025168418884277;LSTM;2-Day
9; LSTM(100,96,90);3;960793,0163885708;980,2004980556635;123,67482835690953;4,762457626936659;8,626158475875854;LSTM;2-Day
9; LSTM(100,96,90);4;743584,4593465773;862,3134345158826;131,06775701627976;4,652723559710284;6,631826639175415;LSTM;2-Day
9; LSTM(100,96,90);5;764188,1236763238;874,1785422191074;171,3136899968813;5,18801521327387;6,643786668777466;LSTM;2-Day
9; LSTM(100,96,90);6;1253815,7372579575;1119,73913803973;137,01497474367443;5,952794468434185;6,3627259731292725;LSTM;2-Day
11; LSTM(100,96,90);1;1816894,0718764751;1347,9221312362504;290,05763766207383;4,024956714743;10,178967237472534;LSTM;2-Day
11; LSTM(100,96,90);2;2136619,1855083224;1461,7178884820157;287,52638502315676;4,027375514324624;10,796900749206543;LSTM;2-Day
11; LSTM(100,96,90);3;2554060,237950041;1598,1427464247495;316,3816664605365;4,245510365689454;11,02214789390564;LSTM;2-Day
11; LSTM(100,96,90);4;2311679,5231514946;1520,4208375155526;345,3780281239269;4,0625032786852575;11,823468923568726;LSTM;2-Day
11; LSTM(100,96,90);5;1821701,8229873525;1349,7043465097652;301,09256965774875;3,9737388738236956;9,610865354537964;LSTM;2-Day
11; LSTM(100,96,90);6;1643483,6742052492;1281,984272214464;323,7803723808647;3,8520221133664845;10,196905612945557;LSTM;2-Day
12; LSTM(100,96,90);1;737627,6253763717;858,8525050183947;256,2592411376954;6,668947800501823;11,757688045501709;LSTM;2-Day
12; LSTM(100,96,90);2;670236,8187009448;818,6799244521297;225,34673288574004;6,421434805783924;11,258358478546143;LSTM;2-Day
12; LSTM(100,96,90);3;603829,2011402848;777,0644768230528;240,5587012023925;6,276061007585097;10,951384782791138;LSTM;2-Day
12; LSTM(100,96,90);4;503842,83983942587;709,8188781931809;238,7063617132244;5,9895198468621835;11,489584922790527;LSTM;2-Day
12; LSTM(100,96,90);5;513648,3642346778;716,6926567467242;260,8429351116656;6,099531452969278;11,274303674697876;LSTM;2-Day
12; LSTM(100,96,90);6;510961,802945503;714,815922420243;241,76885937500083;6,045474578805752;10,838762283325195;LSTM;2-Day
13; LSTM(100,96,90);1;109322309,81618403;10455,73095561396;2867,0389829163832;28,721926873568936;9,543094158172607;LSTM;2-Day
13; LSTM(100,96,90);2;125810357,8905475;11216,521648467831;2582,0753838752053;26,306926628335503;9,674652814865112;LSTM;2-Day
13; LSTM(100,96,90);3;121100378,30825397;11004,561704504817;2730,3794489492357;28,677481657406194;9,587944030761719;LSTM;2-Day
13; LSTM(100,96,90);4;115063795,79383981;10726,77937658083;2859,3911249999946;30,516519320475016;9,58096718788147;LSTM;2-Day
13; LSTM(100,96,90);5;137726681,7690414;11735,701162224666;3083,4175678714964;33,69512655710642;9,67664647102356;LSTM;2-Day
13; LSTM(100,96,90);6;161849309,21091175;12722,000990839128;3137,660218750003;36,72584688890136;9,431464433670044;LSTM;2-Day
5; LSTM(100,90,96);1;3923.1782654256663;62.63527971858725;29.606137695312498;4.854375515541512;118.27928161621094;LSTM;1-Hour
5; LSTM(100,90,96);2;4197.173052042066;64.78559293579141;30.884460009765576;5.144878339027335;141.89668083190918;LSTM;1-Hour
5; LSTM(100,90,96);3;4300.419655849895;65.5775850108091;32.23758027343752;5.301826833129218;151.199444770813;LSTM;1-Hour
5; LSTM(100,90,96);4;4274.154838464056;65.37702072184122;30.63537080078123;5.1174560878020925;166.59435057640076;LSTM;1-Hour
5; LSTM(100,90,96);5;4065.7416901615625;63.763168758787096;29.230197314453108;4.999235873328586;179.76922369003296;LSTM;1-Hour
5; LSTM(100,90,96);6;4391.598476788067;66.26913668358799;32.17384584960939;5.303493759789957;195.5362367630005;LSTM;1-Hour
6; LSTM(100,90,96);1;83386.33217296218;288.7669166870786;300.0351349817736;100.00035930954007;243.0763156414032;LSTM;1-Hour
6; LSTM(100,90,96);2;81889.8150347223;286.1639652973838;299.2551665593031;99.37603248043789;269.8999762535095;LSTM;1-Hour
6; LSTM(100,90,96);3;83176.02246525537;288.40253546953323;299.63343570233513;99.90222186285176;296.1553523540497;LSTM;1-Hour
6; LSTM(100,90,96);4;82292.9421815279;286.8674644875712;299.7811912820322;99.44219840248113;300.4406633377075;LSTM;1-Hour
6; LSTM(100,90,96);5;67764.17262856511;260.3155251393299;198.88256357820467;89.1987603643378;313.49784779548645;LSTM;1-Hour
6; LSTM(100,90,96);6;60826.48991663952;246.63026966826175;187.9613674195172;84.53139782745814;315.4825530052185;LSTM;1-Hour
7; LSTM(100,90,96);1;1570.6518351223;39.631450075947264;24.04272280273437;4.96546089759005;288.8663320541382;LSTM;1-Hour
7; LSTM(100,90,96);2;1202.5148685841884;34.6772961544609;15.55844497070308;3.9491322879274735;314.19860219955444;LSTM;1-Hour
7; LSTM(100,90,96);3;1327.169091103036;36.43033202021409;17.729646923828113;4.224883064590233;312.93727707862854;LSTM;1-Hour
7; LSTM(100,90,96);4;1302.2179172833266;36.086256626080335;17.098022460937727;4.159263815708582;350.5089707374573;LSTM;1-Hour
7; LSTM(100,90,96);5;1228.8818354673272;35.05541092994528;16.34818574218741;4.028094698131398;387.0718767642975;LSTM;1-Hour
7; LSTM(100,90,96);6;1193.786277484447;34.551212388054445;15.621215820312273;3.97283585156381;403.2329580783844;LSTM;1-Hour
11; LSTM(100,90,96);1;482.5442939205129;21.966890856935414;8.011175747575635;1.5269650754736357;391.5106344223023;LSTM;1-Hour
11; LSTM(100,90,96);2;814.6486450142074;28.542050469687837;19.07748229368076;2.627927582088448;177.5839376449585;LSTM;1-Hour
11; LSTM(100,90,96);3;695.1761448110537;26.366193218040667;16.37219209971812;2.3484995230311343;158.68374109268188;LSTM;1-Hour
11; LSTM(100,90,96);4;749.4760132462803;27.37655955824764;15.071797861716846;2.3524970555522144;153.81693744659424;LSTM;1-Hour
11; LSTM(100,90,96);5;912.5514446705912;30.208466440231472;19.862232997144133;2.801284184480012;151.90494632720947;LSTM;1-Hour
11; LSTM(100,90,96);6;788.5452640074461;28.081048128719235;14.903800013210628;2.40547481979294;189.7274091243744;LSTM;1-Hour
12; LSTM(100,90,96);1;1442.0203871536037;37.97394352913065;25.7910502685547;8.766020009005057;156.1808681488037;LSTM;1-Hour
12; LSTM(100,90,96);2;1340.4739351080857;36.61248332342517;19.348326440429677;8.451750455451958;162.46805357933044;LSTM;1-Hour
12; LSTM(100,90,96);3;1596.6673504658618;39.958320165715946;24.55534802246092;8.82244972269485;157.40511512756348;LSTM;1-Hour
